sample_id	cluster_id	size	mean	std
PD056_56_T_pyclone	67	1	0.1781301783074378	0.0838905350535141
PD056_F2_1709_pyclone	68	2	0.6047285848373753	0.19721727570936365
PD056_F0_1636_pyclone	68	2	0.5808076739670593	0.2063560299027807
PD056_56_T_pyclone	68	2	0.49140274574415344	0.13236262065204957
PD056_F2_1709_pyclone	69	1	0.6450541100371876	0.23193288720138142
PD056_F0_1636_pyclone	69	1	0.5941020471229075	0.24265779972875728
PD056_56_T_pyclone	69	1	0.029033578480045435	0.03314506213537491
PD056_F2_1709_pyclone	70	1	0.5011779141295698	0.3036134972564074
PD056_F0_1636_pyclone	70	1	0.49915143812130913	0.30628963020600736
PD056_56_T_pyclone	70	1	0.09944419903522263	0.08758327568667738
PD056_F2_1709_pyclone	71	1	0.5654128579760016	0.23318484426944033
PD056_F0_1636_pyclone	71	1	0.5754981712487145	0.22825806144865998
PD056_56_T_pyclone	71	1	0.1659098703015704	0.10319961939884953
PD056_F2_1709_pyclone	72	1	0.495972648662592	0.26843528212708845
PD056_F0_1636_pyclone	72	1	0.46436990925893507	0.26979659863196026
PD056_56_T_pyclone	72	1	0.420492671008183	0.184304040033817
PD056_F2_1709_pyclone	73	1	0.5184263739367134	0.2630016131529085
PD056_F0_1636_pyclone	73	1	0.5425031328440056	0.2625161376025746
PD056_56_T_pyclone	73	1	0.2012090895721534	0.13167124105151232
PD056_F2_1709_pyclone	74	1	0.2927926086982586	0.2327985042963044
PD056_F0_1636_pyclone	74	1	0.5635557335497341	0.26800841695029265
PD056_56_T_pyclone	74	1	0.4352142193831269	0.1849047598971809
PD056_F2_1709_pyclone	75	1	0.6497471504097145	0.23218737410519802
PD056_F0_1636_pyclone	75	1	0.577074797824374	0.2638157880060368
PD056_56_T_pyclone	75	1	0.10478443562766268	0.0722981710992093
PD056_F2_1709_pyclone	76	1	0.56325639670917	0.24125207067782967
PD056_F0_1636_pyclone	76	1	0.530473235565746	0.26037380825652684
PD056_56_T_pyclone	76	1	0.19081797536106915	0.11705895673788672
PD056_F2_1709_pyclone	77	1	0.5790699740615506	0.2348545627551514
PD056_F0_1636_pyclone	77	1	0.5613316515569129	0.2423793219668868
PD056_56_T_pyclone	77	1	0.39933577587162933	0.1897838217888762
PD056_F2_1709_pyclone	78	1	0.4907682738436844	0.2759401592821955
PD056_F0_1636_pyclone	78	1	0.49606981164410374	0.2951018795968363
PD056_56_T_pyclone	78	1	0.17441656467267658	0.12951660825845474
PD056_F2_1709_pyclone	79	1	0.4929787631271843	0.27585981451023245
PD056_F0_1636_pyclone	79	1	0.5245830265295828	0.25938176012746544
PD056_56_T_pyclone	79	1	0.23757400333396578	0.1272272920295519
PD056_F2_1709_pyclone	80	1	0.5855071782259628	0.23418902875835648
PD056_F0_1636_pyclone	80	1	0.5196164420532575	0.2620184264436594
PD056_56_T_pyclone	80	1	0.328937759504984	0.16962085304650543
PD056_F2_1709_pyclone	81	1	0.5496972872113077	0.24024182537560373
PD056_F0_1636_pyclone	81	1	0.5201993580064098	0.25165742198247587
PD056_56_T_pyclone	81	1	0.04402006452384738	0.05564681420493953
PD056_F2_1709_pyclone	82	1	0.3092315130338571	0.253032178288905
PD056_F0_1636_pyclone	82	1	0.1472376324945761	0.19193647118356474
PD056_56_T_pyclone	82	1	0.2608242156433775	0.1751979688906889
PD056_F2_1709_pyclone	83	1	0.15009261943865923	0.17628993322486616
PD056_F0_1636_pyclone	83	1	0.3326860961645414	0.2375680970178085
PD056_56_T_pyclone	83	1	0.26048538595651766	0.11428956257012467
PD056_F2_1709_pyclone	84	1	0.5555891779887031	0.24661399513405843
PD056_F0_1636_pyclone	84	1	0.5514047901160786	0.25162722442766344
PD056_56_T_pyclone	84	1	0.1323897354320748	0.08895170374144544
PD056_F2_1709_pyclone	85	1	0.5736558566363991	0.2609003120328968
PD056_F0_1636_pyclone	85	1	0.5770693305003575	0.25209702412474777
PD056_56_T_pyclone	85	1	0.026416880738734674	0.03391047459735501
PD056_F2_1709_pyclone	86	1	0.6217404704291671	0.23690992406542377
PD056_F0_1636_pyclone	86	1	0.5867153406892236	0.2421134344369031
PD056_56_T_pyclone	86	1	0.04008711348788365	0.04865032952626371
PD056_F2_1709_pyclone	87	1	0.5303752677582722	0.26558096050984686
PD056_F0_1636_pyclone	87	1	0.5361526449361875	0.27123418900243934
PD056_56_T_pyclone	87	1	0.07079269068639864	0.05748623536764716
PD056_F2_1709_pyclone	88	1	0.2711930733605793	0.19408196839668457
PD056_F0_1636_pyclone	88	1	0.08779344211885542	0.11906047190057094
PD056_56_T_pyclone	88	1	0.28724220932025457	0.13624715288419065
PD056_F2_1709_pyclone	89	1	0.5324489677012261	0.2530400368778115
PD056_F0_1636_pyclone	89	1	0.3441618359027176	0.24132342768773882
PD056_56_T_pyclone	89	1	0.5730758555004255	0.19911827607669458
PD056_F2_1709_pyclone	90	1	0.4871522166401511	0.2742496510338494
PD056_F0_1636_pyclone	90	1	0.4933564533585237	0.270937547075841
PD056_56_T_pyclone	90	1	0.3206881245075872	0.20463716891571038
PD056_F2_1709_pyclone	91	1	0.5691049315573452	0.23921439555567947
PD056_F0_1636_pyclone	91	1	0.5254050289257834	0.27385184967449194
PD056_56_T_pyclone	91	1	0.19907232199123906	0.10878096259323725
PD056_F2_1709_pyclone	92	2	0.6107087497125969	0.22800511504806042
PD056_F0_1636_pyclone	92	2	0.4701541650460907	0.20769892411139723
PD056_56_T_pyclone	92	2	0.008679795501160806	0.01445140396052573
PD056_F2_1709_pyclone	93	1	0.5294873341834064	0.2575649009585122
PD056_F0_1636_pyclone	93	1	0.5439731874578736	0.2538521659596868
PD056_56_T_pyclone	93	1	0.19287706308525412	0.0982996064112014
PD056_F2_1709_pyclone	94	1	0.5230253680841493	0.263359840541771
PD056_F0_1636_pyclone	94	1	0.5764744254226882	0.23247883414476359
PD056_56_T_pyclone	94	1	0.320059477120297	0.16566381049407664
PD056_F2_1709_pyclone	95	1	0.4941523340902041	0.27516019138932224
PD056_F0_1636_pyclone	95	1	0.5296260373556696	0.25433997941827613
PD056_56_T_pyclone	95	1	0.10142473204625176	0.07540372384302968
PD056_F2_1709_pyclone	96	1	0.49562106673873757	0.22471487054846523
PD056_F0_1636_pyclone	96	1	0.22965831348022747	0.12833665958335927
PD056_56_T_pyclone	96	1	0.21705985734306407	0.08557906222053502
PD056_F2_1709_pyclone	97	1	0.5302588447341632	0.2926027098056379
PD056_F0_1636_pyclone	97	1	0.4671763864864854	0.2818604460221729
PD056_56_T_pyclone	97	1	0.07083429900262694	0.060774131341809895
PD056_F2_1709_pyclone	98	1	0.45878867556488534	0.2726835487882454
PD056_F0_1636_pyclone	98	1	0.5696368773041178	0.23366358810809376
PD056_56_T_pyclone	98	1	0.11904212908581129	0.08040190746439733
PD056_F2_1709_pyclone	99	1	0.5377524617533276	0.26642636314192547
PD056_F0_1636_pyclone	99	1	0.6172324421194462	0.20556410879575715
PD056_56_T_pyclone	99	1	0.15037372862373738	0.08762406380623962
PD056_F2_1709_pyclone	100	1	0.6096694687881944	0.22928615147688294
PD056_F0_1636_pyclone	100	1	0.6149439659802355	0.22969564434880885
PD056_56_T_pyclone	100	1	0.1998023774675971	0.09589108008562285
PD056_F2_1709_pyclone	101	1	0.4230705178355912	0.27430598170355774
PD056_F0_1636_pyclone	101	1	0.5039622588030744	0.2690080114949147
PD056_56_T_pyclone	101	1	0.47954837079026086	0.21521519739897868
PD056_F2_1709_pyclone	102	1	0.5219540197354151	0.28149973250822036
PD056_F0_1636_pyclone	102	1	0.523045079481809	0.2655924646506084
PD056_56_T_pyclone	102	1	0.10692366213159953	0.07920381452202266
PD056_F2_1709_pyclone	103	1	0.5635557335497341	0.26800841695029265
PD056_F0_1636_pyclone	103	1	0.574395114289107	0.25556870788560176
PD056_56_T_pyclone	103	1	0.04633144921684879	0.05531550795968029
PD056_F2_1709_pyclone	104	1	0.3680422894574876	0.26371294818695934
PD056_F0_1636_pyclone	104	1	0.4723614968976166	0.2830200641185505
PD056_56_T_pyclone	104	1	0.24501256014445394	0.1321618665162394
PD056_F2_1709_pyclone	105	1	0.4419344914736065	0.2931007857059772
PD056_F0_1636_pyclone	105	1	0.43637815096073135	0.2988012725292741
PD056_56_T_pyclone	105	1	0.1325773670376952	0.11942792335077601
PD056_F2_1709_pyclone	106	1	0.49704129380171747	0.27211134590362135
PD056_F0_1636_pyclone	106	1	0.5437603580279662	0.2514061994619486
PD056_56_T_pyclone	106	1	0.3371602783149561	0.15909460268838627
PD056_F2_1709_pyclone	107	1	0.5555891779887031	0.24661399513405843
PD056_F0_1636_pyclone	107	1	0.5285115541528773	0.2638505747657433
PD056_56_T_pyclone	107	1	0.39395683291213407	0.19173244238092663
PD056_F2_1709_pyclone	108	1	0.5141356592565943	0.2898026905441206
PD056_F0_1636_pyclone	108	1	0.26261165075309617	0.22876862511186982
PD056_56_T_pyclone	108	1	0.436530854078191	0.21033844244286126
PD056_F2_1709_pyclone	109	1	0.2313778821853807	0.20723765422903478
PD056_F0_1636_pyclone	109	1	0.19619049077771533	0.18199226803667962
PD056_56_T_pyclone	109	1	0.68532774414417	0.24339232465976068
PD056_F2_1709_pyclone	110	1	0.12840387568484915	0.15593359923409136
PD056_F0_1636_pyclone	110	1	0.4802141284689964	0.27341789657726184
PD056_56_T_pyclone	110	1	0.3980862058336561	0.16296407384868827
PD056_F2_1709_pyclone	111	1	0.502739207016862	0.29727763628104553
PD056_F0_1636_pyclone	111	1	0.385832448504367	0.2772219452971774
PD056_56_T_pyclone	111	1	0.4992546585955546	0.29069545002015407
PD056_F2_1709_pyclone	112	1	0.38494530671291693	0.17928353774381608
PD056_F0_1636_pyclone	112	1	0.3478761868702521	0.21147861450755195
PD056_56_T_pyclone	112	1	0.08581422488959337	0.057217037018999155
PD056_F2_1709_pyclone	113	1	0.575506584916749	0.23812174814040146
PD056_F0_1636_pyclone	113	1	0.5543349844334128	0.24532246609836456
PD056_56_T_pyclone	113	1	0.026012408737405537	0.0414091496590506
PD056_F2_1709_pyclone	114	1	0.1341580736827369	0.15069191079727573
PD056_F0_1636_pyclone	114	1	0.6152995868121834	0.22282283418994037
PD056_56_T_pyclone	114	1	0.10658149089700163	0.08151611211380601
PD056_F2_1709_pyclone	115	1	0.4751312040003364	0.2844309238001043
PD056_F0_1636_pyclone	115	1	0.496323682811268	0.2927460949053115
PD056_56_T_pyclone	115	1	0.21077512880643248	0.153599681580827
PD056_F2_1709_pyclone	116	1	0.5266591342733443	0.2564767633636814
PD056_F0_1636_pyclone	116	1	0.532205916303785	0.2839184934265923
PD056_56_T_pyclone	116	1	0.15193013879833706	0.09513376567220058
PD056_F2_1709_pyclone	117	1	0.6034700474569754	0.22042546926082873
PD056_F0_1636_pyclone	117	1	0.5309866865418481	0.28011479979859866
PD056_56_T_pyclone	117	1	0.14087839899829416	0.08680920171460198
PD056_F2_1709_pyclone	118	1	0.6019592261292694	0.23988333348940283
PD056_F0_1636_pyclone	118	1	0.62559054110851	0.23690144715764416
PD056_56_T_pyclone	118	1	0.035886557733461916	0.044145978180361006
PD056_F2_1709_pyclone	119	1	0.2714956413970385	0.22857668005922996
PD056_F0_1636_pyclone	119	1	0.5312944161515379	0.2605127867010633
PD056_56_T_pyclone	119	1	0.5910308893304443	0.2055332890736246
PD056_F2_1709_pyclone	120	1	0.6019306452822193	0.24255777183031804
PD056_F0_1636_pyclone	120	1	0.582787997476596	0.2523439486018767
PD056_56_T_pyclone	120	1	0.03232728922015069	0.03918583229241605
PD056_F2_1709_pyclone	121	1	0.5058185349166727	0.28951998669796813
PD056_F0_1636_pyclone	121	1	0.23938599615003348	0.20957740304284092
PD056_56_T_pyclone	121	1	0.39407122162149455	0.16666449526059918
PD056_F2_1709_pyclone	122	1	0.48653199394018215	0.29057268810533277
PD056_F0_1636_pyclone	122	1	0.49890033082068164	0.29514679930947507
PD056_56_T_pyclone	122	1	0.28280860779546707	0.15938897137021765
PD056_F2_1709_pyclone	123	1	0.48721252835625084	0.27271224987056963
PD056_F0_1636_pyclone	123	1	0.5633733995258265	0.2354136716000154
PD056_56_T_pyclone	123	1	0.03850236415956891	0.045602883318782886
PD056_F2_1709_pyclone	124	1	0.623451302068808	0.2192307481046258
PD056_F0_1636_pyclone	124	1	0.5652096734313521	0.24166878747772455
PD056_56_T_pyclone	124	1	0.2660709586090203	0.15093922413114483
PD056_F2_1709_pyclone	125	1	0.5450382095192251	0.26293788821370256
PD056_F0_1636_pyclone	125	1	0.5444628551409918	0.26626975075147047
PD056_56_T_pyclone	125	1	0.3290209261396503	0.13464789139591224
PD056_F2_1709_pyclone	126	1	0.3109346510647812	0.2776833314935672
PD056_F0_1636_pyclone	126	1	0.3597929995093733	0.28932850096633095
PD056_56_T_pyclone	126	1	0.5566811744396556	0.23896951436850447
PD056_F2_1709_pyclone	127	1	0.38621324409972607	0.15546916376855874
PD056_F0_1636_pyclone	127	1	0.682105557265355	0.18407154719206187
